      Time     Sample #  Type  Sub Chan  Num	Aux
[01:41:37.936]   534484     N    0    0    0
[01:41:38.896]   534724     N    0    0    0
[01:41:39.848]   534962     N    0    0    0
[01:41:40.732]   535183     N    0    0    0
[01:41:41.624]   535406     N    0    0    0
[01:41:42.568]   535642     N    0    0    0
[01:41:43.520]   535880     N    0    0    0
[01:41:44.476]   536119     N    0    0    0
[01:41:45.408]   536352     N    0    0    0
[01:41:46.360]   536590     N    0    0    0
[01:41:47.296]   536824     N    0    0    0
[01:41:48.212]   537053     N    0    0    0
[01:41:49.128]   537282     N    0    0    0
[01:41:50.024]   537506     N    0    0    0
[01:41:50.884]   537721     N    0    0    0
[01:41:51.744]   537936     N    0    0    0
[01:41:52.584]   538146     N    0    0    0
[01:41:53.444]   538361     N    0    0    0
[01:41:54.344]   538586     N    0    0    0
[01:41:55.228]   538807     N    0    0    0
[01:41:56.124]   539031     N    0    0    0
[01:41:57.004]   539251     N    0    0    0
[01:41:57.868]   539467     N    0    0    0
[01:41:58.708]   539677     N    0    0    0
[01:41:59.480]   539870     N    0    0    0
[01:42:00.248]   540062     N    0    0    0
[01:42:00.988]   540247     N    0    0    0
[01:42:01.720]   540430     N    0    0    0
[01:42:02.472]   540618     N    0    0    0
[01:42:03.296]   540824     N    0    0    0
[01:42:04.168]   541042     N    0    0    0
[01:42:04.956]   541239     N    0    0    0
[01:42:05.712]   541428     N    0    0    0
[01:42:06.508]   541627     N    0    0    0
[01:42:07.328]   541832     N    0    0    0
[01:42:08.152]   542038     N    0    0    0
[01:42:08.936]   542234     N    0    0    0
[01:42:09.764]   542441     N    0    0    0
[01:42:10.652]   542663     N    0    0    0
[01:42:11.548]   542887     N    0    0    0
[01:42:12.416]   543104     N    0    0    0
[01:42:13.352]   543338     N    0    0    0
[01:42:14.324]   543581     N    0    0    0
[01:42:15.288]   543822     N    0    0    0
[01:42:16.240]   544060     N    0    0    0
[01:42:17.180]   544295     N    0    0    0
[01:42:18.152]   544538     N    0    0    0
[01:42:19.140]   544785     N    0    0    0
[01:42:20.124]   545031     N    0    0    0
[01:42:21.068]   545267     N    0    0    0
[01:42:21.996]   545499     N    0    0    0
[01:42:22.944]   545736     N    0    0    0
[01:42:23.928]   545982     N    0    0    0
[01:42:24.904]   546226     N    0    0    0
[01:42:25.820]   546455     N    0    0    0
[01:42:26.724]   546681     N    0    0    0
[01:42:27.664]   546916     N    0    0    0
[01:42:28.620]   547155     N    0    0    0
[01:42:29.588]   547397     N    0    0    0
[01:42:30.564]   547641     N    0    0    0
[01:42:31.536]   547884     N    0    0    0
[01:42:32.516]   548129     N    0    0    0
[01:42:33.492]   548373     N    0    0    0
[01:42:34.476]   548619     N    0    0    0
[01:42:35.464]   548866     N    0    0    0
[01:42:36.448]   549112     N    0    0    0
[01:42:37.412]   549353     N    0    0    0
[01:42:38.336]   549584     N    0    0    0
[01:42:39.212]   549803     N    0    0    0
[01:42:40.084]   550021     N    0    0    0
[01:42:40.988]   550247     N    0    0    0
[01:42:41.916]   550479     N    0    0    0
[01:42:42.852]   550713     N    0    0    0
[01:42:43.780]   550945     N    0    0    0
[01:42:44.700]   551175     N    0    0    0
[01:42:45.608]   551402     N    0    0    0
[01:42:46.492]   551623     N    0    0    0
[01:42:47.408]   551852     N    0    0    0
[01:42:48.308]   552077     N    0    0    0
[01:42:49.220]   552305     N    0    0    0
[01:42:50.084]   552521     N    0    0    0
[01:42:50.928]   552732     N    0    0    0
[01:42:51.804]   552951     N    0    0    0
[01:42:52.700]   553175     N    0    0    0
[01:42:53.592]   553398     N    0    0    0
[01:42:54.480]   553620     N    0    0    0
[01:42:55.316]   553829     N    0    0    0
[01:42:56.128]   554032     N    0    0    0
[01:42:56.896]   554224     N    0    0    0
[01:42:57.672]   554418     N    0    0    0
[01:42:58.500]   554625     N    0    0    0
[01:42:59.400]   554850     N    0    0    0
[01:43:00.272]   555068     N    0    0    0
[01:43:01.108]   555277     N    0    0    0
[01:43:01.916]   555479     N    0    0    0
[01:43:02.748]   555687     N    0    0    0
[01:43:03.644]   555911     N    0    0    0
[01:43:04.572]   556143     N    0    0    0
[01:43:05.488]   556372     N    0    0    0
[01:43:06.384]   556596     N    0    0    0
[01:43:07.308]   556827     N    0    0    0
[01:43:08.268]   557067     N    0    0    0
[01:43:09.240]   557310     N    0    0    0
[01:43:10.204]   557551     N    0    0    0
[01:43:11.176]   557794     N    0    0    0
[01:43:12.136]   558034     N    0    0    0
[01:43:13.100]   558275     N    0    0    0
[01:43:14.080]   558520     N    0    0    0
[01:43:15.056]   558764     N    0    0    0
[01:43:16.008]   559002     N    0    0    0
[01:43:16.932]   559233     N    0    0    0
[01:43:17.856]   559464     N    0    0    0
[01:43:18.740]   559685     N    0    0    0
[01:43:19.660]   559915     N    0    0    0
[01:43:20.572]   560143     N    0    0    0
[01:43:21.468]   560367     N    0    0    0
[01:43:22.352]   560588     N    0    0    0
[01:43:23.236]   560809     N    0    0    0
[01:43:24.104]   561026     N    0    0    0
[01:43:24.972]   561243     N    0    0    0
[01:43:25.848]   561462     N    0    0    0
[01:43:26.680]   561670     N    0    0    0
[01:43:27.468]   561867     N    0    0    0
[01:43:28.216]   562054     N    0    0    0
[01:43:29.000]   562250     N    0    0    0
[01:43:29.776]   562444     N    0    0    0
[01:43:30.644]   562661     N    0    0    0
[01:43:31.440]   562860     N    0    0    0
[01:43:32.208]   563052     N    0    0    0
[01:43:32.980]   563245     N    0    0    0
[01:43:33.792]   563448     N    0    0    0
[01:43:34.604]   563651     N    0    0    0
[01:43:35.368]   563842     N    0    0    0
[01:43:36.124]   564031     N    0    0    0
[01:43:36.932]   564233     N    0    0    0
[01:43:37.760]   564440     N    0    0    0
[01:43:38.568]   564642     N    0    0    0
[01:43:39.332]   564833     N    0    0    0
[01:43:40.092]   565023     N    0    0    0
[01:43:40.888]   565222     N    0    0    0
[01:43:41.800]   565450     N    0    0    0
[01:43:42.732]   565683     N    0    0    0
[01:43:43.680]   565920     N    0    0    0
[01:43:44.624]   566156     N    0    0    0
[01:43:45.560]   566390     N    0    0    0
[01:43:46.472]   566618     N    0    0    0
[01:43:47.412]   566853     N    0    0    0
[01:43:48.396]   567099     N    0    0    0
[01:43:49.416]   567354     N    0    0    0
[01:43:50.444]   567611     N    0    0    0
[01:43:51.472]   567868     N    0    0    0
[01:43:52.484]   568121     N    0    0    0
[01:43:53.492]   568373     N    0    0    0
[01:43:54.500]   568625     N    0    0    0
[01:43:55.496]   568874     N    0    0    0
[01:43:56.484]   569121     N    0    0    0
[01:43:57.464]   569366     N    0    0    0
[01:43:58.420]   569605     N    0    0    0
[01:43:59.368]   569842     N    0    0    0
[01:44:00.280]   570070     N    0    0    0
[01:44:01.192]   570298     N    0    0    0
[01:44:02.096]   570524     N    0    0    0
[01:44:03.000]   570750     N    0    0    0
[01:44:03.900]   570975     N    0    0    0
[01:44:04.808]   571202     N    0    0    0
[01:44:05.732]   571433     N    0    0    0
[01:44:06.620]   571655     N    0    0    0
[01:44:07.528]   571882     N    0    0    0
[01:44:08.456]   572114     N    0    0    0
[01:44:09.380]   572345     N    0    0    0
[01:44:10.296]   572574     N    0    0    0
[01:44:11.220]   572805     N    0    0    0
[01:44:12.132]   573033     N    0    0    0
[01:44:13.032]   573258     N    0    0    0
[01:44:13.916]   573479     N    0    0    0
[01:44:14.804]   573701     N    0    0    0
[01:44:15.664]   573916     N    0    0    0
[01:44:16.524]   574131     N    0    0    0
[01:44:17.348]   574337     N    0    0    0
[01:44:18.152]   574538     N    0    0    0
[01:44:18.916]   574729     N    0    0    0
[01:44:19.660]   574915     N    0    0    0
[01:44:20.424]   575106     N    0    0    0
[01:44:21.188]   575297     N    0    0    0
[01:44:21.972]   575493     N    0    0    0
[01:44:22.724]   575681     N    0    0    0
[01:44:23.468]   575867     N    0    0    0
[01:44:24.244]   576061     N    0    0    0
[01:44:25.088]   576272     N    0    0    0
[01:44:25.904]   576476     N    0    0    0
[01:44:26.684]   576671     N    0    0    0
[01:44:27.500]   576875     N    0    0    0
[01:44:28.368]   577092     N    0    0    0
[01:44:29.280]   577320     N    0    0    0
[01:44:30.164]   577541     N    0    0    0
[01:44:31.088]   577772     N    0    0    0
[01:44:32.072]   578018     N    0    0    0
[01:44:33.096]   578274     N    0    0    0
[01:44:34.116]   578529     N    0    0    0
[01:44:35.140]   578785     N    0    0    0
[01:44:36.128]   579032     N    0    0    0
[01:44:37.084]   579271     N    0    0    0
[01:44:38.032]   579508     N    0    0    0
[01:44:39.004]   579751     N    0    0    0
[01:44:39.968]   579992     N    0    0    0
[01:44:40.872]   580218     N    0    0    0
[01:44:41.796]   580449     N    0    0    0
[01:44:42.740]   580685     N    0    0    0
[01:44:43.664]   580916     N    0    0    0
[01:44:44.616]   581154     N    0    0    0
[01:44:45.588]   581397     N    0    0    0
[01:44:46.564]   581641     N    0    0    0
[01:44:47.504]   581876     N    0    0    0
[01:44:48.432]   582108     N    0    0    0
[01:44:49.336]   582334     N    0    0    0
[01:44:50.224]   582556     N    0    0    0
[01:44:51.104]   582776     N    0    0    0
[01:44:51.976]   582994     N    0    0    0
[01:44:52.860]   583215     N    0    0    0
[01:44:53.752]   583438     N    0    0    0
[01:44:54.640]   583660     N    0    0    0
[01:44:55.516]   583879     N    0    0    0
[01:44:56.376]   584094     N    0    0    0
[01:44:57.232]   584308     N    0    0    0
[01:44:58.096]   584524     N    0    0    0
[01:44:58.952]   584738     N    0    0    0
[01:44:59.800]   584950     N    0    0    0
[01:45:00.644]   585161     N    0    0    0
[01:45:01.488]   585372     N    0    0    0
[01:45:02.332]   585583     N    0    0    0
[01:45:03.140]   585785     N    0    0    0
[01:45:03.936]   585984     N    0    0    0
[01:45:04.744]   586186     N    0    0    0
[01:45:05.540]   586385     N    0    0    0
[01:45:06.308]   586577     N    0    0    0
[01:45:07.088]   586772     N    0    0    0
[01:45:07.852]   586963     N    0    0    0
[01:45:08.576]   587144     N    0    0    0
[01:45:09.288]   587322     N    0    0    0
[01:45:10.016]   587504     N    0    0    0
[01:45:10.796]   587699     N    0    0    0
[01:45:11.616]   587904     N    0    0    0
[01:45:12.404]   588101     N    0    0    0
[01:45:13.160]   588290     N    0    0    0
[01:45:13.920]   588480     N    0    0    0
[01:45:14.708]   588677     N    0    0    0
[01:45:15.516]   588879     N    0    0    0
[01:45:16.280]   589070     N    0    0    0
[01:45:17.036]   589259     N    0    0    0
[01:45:17.820]   589455     N    0    0    0
[01:45:18.660]   589665     N    0    0    0
[01:45:19.556]   589889     N    0    0    0
[01:45:20.496]   590124     N    0    0    0
[01:45:21.424]   590356     N    0    0    0
[01:45:22.372]   590593     N    0    0    0
[01:45:23.368]   590842     N    0    0    0
[01:45:24.380]   591095     N    0    0    0
[01:45:25.408]   591352     N    0    0    0
[01:45:26.444]   591611     N    0    0    0
[01:45:27.476]   591869     N    0    0    0
[01:45:28.504]   592126     N    0    0    0
[01:45:29.524]   592381     N    0    0    0
[01:45:30.540]   592635     N    0    0    0
[01:45:31.524]   592881     N    0    0    0
[01:45:32.496]   593124     N    0    0    0
[01:45:33.456]   593364     N    0    0    0
[01:45:34.400]   593600     N    0    0    0
[01:45:35.340]   593835     N    0    0    0
[01:45:36.272]   594068     N    0    0    0
[01:45:37.204]   594301     N    0    0    0
[01:45:38.132]   594533     N    0    0    0
[01:45:39.096]   594774     N    0    0    0
[01:45:40.068]   595017     N    0    0    0
[01:45:41.032]   595258     N    0    0    0
[01:45:41.992]   595498     N    0    0    0
[01:45:42.948]   595737     N    0    0    0
[01:45:43.900]   595975     N    0    0    0
[01:45:44.868]   596217     N    0    0    0
[01:45:45.840]   596460     N    0    0    0
[01:45:46.820]   596705     N    0    0    0
[01:45:47.780]   596945     N    0    0    0
[01:45:48.704]   597176     N    0    0    0
[01:45:49.608]   597402     N    0    0    0
[01:45:50.468]   597617     N    0    0    0
[01:45:51.320]   597830     N    0    0    0
[01:45:52.144]   598036     N    0    0    0
[01:45:52.924]   598231     N    0    0    0
[01:45:53.672]   598418     N    0    0    0
[01:45:54.432]   598608     N    0    0    0
[01:45:55.204]   598801     N    0    0    0
[01:45:55.976]   598994     N    0    0    0
[01:45:56.756]   599189     N    0    0    0
[01:45:57.504]   599376     N    0    0    0
[01:45:58.232]   599558     N    0    0    0
[01:45:58.952]   599738     N    0    0    0
[01:45:59.692]   599923     N    0    0    0
[01:46:00.476]   600119     N    0    0    0
[01:46:01.232]   600308     N    0    0    0
[01:46:01.972]   600493     N    0    0    0
[01:46:02.720]   600680     N    0    0    0
[01:46:03.504]   600876     N    0    0    0
[01:46:04.348]   601087     N    0    0    0
[01:46:05.200]   601300     N    0    0    0
[01:46:06.016]   601504     N    0    0    0
[01:46:06.856]   601714     N    0    0    0
[01:46:07.780]   601945     N    0    0    0
[01:46:08.760]   602190     N    0    0    0
[01:46:09.732]   602433     N    0    0    0
[01:46:10.708]   602677     N    0    0    0
[01:46:11.664]   602916     N    0    0    0
[01:46:12.568]   603142     N    0    0    0
[01:46:13.432]   603358     N    0    0    0
[01:46:14.308]   603577     N    0    0    0
[01:46:15.192]   603798     N    0    0    0
[01:46:16.076]   604019     N    0    0    0
[01:46:16.968]   604242     N    0    0    0
[01:46:17.852]   604463     N    0    0    0
[01:46:18.748]   604687     N    0    0    0
[01:46:19.656]   604914     N    0    0    0
[01:46:20.540]   605135     N    0    0    0
[01:46:21.408]   605352     N    0    0    0
[01:46:22.268]   605567     N    0    0    0
[01:46:23.120]   605780     N    0    0    0
[01:46:24.004]   606001     N    0    0    0
[01:46:24.884]   606221     N    0    0    0
[01:46:25.776]   606444     N    0    0    0
[01:46:26.676]   606669     N    0    0    0
[01:46:27.548]   606887     N    0    0    0
[01:46:28.432]   607108     N    0    0    0
[01:46:29.312]   607328     N    0    0    0
[01:46:30.184]   607546     N    0    0    0
[01:46:31.040]   607760     N    0    0    0
[01:46:31.900]   607975     N    0    0    0
[01:46:32.736]   608184     N    0    0    0
[01:46:33.528]   608382     N    0    0    0
[01:46:34.320]   608580     N    0    0    0
[01:46:35.088]   608772     N    0    0    0
[01:46:35.872]   608968     N    0    0    0
[01:46:36.680]   609170     N    0    0    0
[01:46:37.528]   609382     N    0    0    0
[01:46:38.340]   609585     N    0    0    0
[01:46:39.120]   609780     N    0    0    0
[01:46:39.876]   609969     N    0    0    0
[01:46:40.640]   610160     N    0    0    0
[01:46:41.448]   610362     N    0    0    0
[01:46:42.284]   610571     N    0    0    0
[01:46:43.064]   610766     N    0    0    0
[01:46:43.844]   610961     N    0    0    0
[01:46:44.708]   611177     N    0    0    0
[01:46:45.648]   611412     N    0    0    0
[01:46:46.580]   611645     N    0    0    0
[01:46:47.448]   611862     N    0    0    0
[01:46:48.368]   612092     N    0    0    0
[01:46:49.340]   612335     N    0    0    0
[01:46:50.304]   612576     N    0    0    0
[01:46:51.244]   612811     N    0    0    0
[01:46:52.156]   613039     N    0    0    0
[01:46:53.068]   613267     N    0    0    0
[01:46:53.964]   613491     N    0    0    0
[01:46:54.848]   613712     N    0    0    0
[01:46:55.720]   613930     N    0    0    0
[01:46:56.604]   614151     N    0    0    0
[01:46:57.468]   614367     N    0    0    0
[01:46:58.340]   614585     N    0    0    0
[01:46:59.240]   614810     N    0    0    0
[01:47:00.124]   615031     N    0    0    0
[01:47:00.988]   615247     N    0    0    0
[01:47:01.852]   615463     N    0    0    0
[01:47:02.704]   615676     N    0    0    0
[01:47:03.556]   615889     N    0    0    0
[01:47:04.408]   616102     N    0    0    0
[01:47:05.292]   616323     N    0    0    0
[01:47:06.140]   616535     N    0    0    0
[01:47:07.016]   616754     N    0    0    0
[01:47:07.888]   616972     N    0    0    0
[01:47:08.764]   617191     N    0    0    0
[01:47:09.624]   617406     N    0    0    0
[01:47:10.460]   617615     N    0    0    0
[01:47:11.252]   617813     N    0    0    0
[01:47:12.008]   618002     N    0    0    0
[01:47:12.768]   618192     N    0    0    0
[01:47:13.536]   618384     N    0    0    0
[01:47:14.332]   618583     N    0    0    0
[01:47:15.132]   618783     N    0    0    0
[01:47:15.896]   618974     N    0    0    0
[01:47:16.632]   619158     N    0    0    0
[01:47:17.384]   619346     N    0    0    0
[01:47:18.144]   619536     N    0    0    0
[01:47:18.920]   619730     N    0    0    0
[01:47:19.676]   619919     N    0    0    0
[01:47:20.416]   620104     N    0    0    0
[01:47:21.224]   620306     N    0    0    0
[01:47:22.156]   620539     N    0    0    0
[01:47:23.164]   620791     N    0    0    0
[01:47:24.132]   621033     N    0    0    0
[01:47:25.108]   621277     N    0    0    0
[01:47:26.152]   621538     N    0    0    0
[01:47:27.200]   621800     N    0    0    0
[01:47:28.224]   622056     N    0    0    0
[01:47:29.224]   622306     N    0    0    0
[01:47:30.240]   622560     N    0    0    0
[01:47:31.268]   622817     N    0    0    0
[01:47:32.276]   623069     N    0    0    0
[01:47:33.276]   623319     N    0    0    0
[01:47:34.284]   623571     N    0    0    0
[01:47:35.276]   623819     N    0    0    0
[01:47:36.244]   624061     N    0    0    0
[01:47:37.204]   624301     N    0    0    0
[01:47:38.216]   624554     N    0    0    0
[01:47:39.200]   624800     N    0    0    0
[01:47:40.196]   625049     N    0    0    0
[01:47:41.200]   625300     N    0    0    0
[01:47:42.220]   625555     N    0    0    0
[01:47:43.228]   625807     N    0    0    0
[01:47:44.228]   626057     N    0    0    0
[01:47:45.176]   626294     N    0    0    0
[01:47:46.136]   626534     N    0    0    0
[01:47:47.104]   626776     N    0    0    0
[01:47:48.040]   627010     N    0    0    0
[01:47:48.944]   627236     N    0    0    0
[01:47:49.856]   627464     N    0    0    0
[01:47:50.756]   627689     N    0    0    0
[01:47:51.628]   627907     N    0    0    0
[01:47:52.456]   628114     N    0    0    0
[01:47:53.228]   628307     N    0    0    0
[01:47:53.968]   628492     N    0    0    0
[01:47:54.720]   628680     N    0    0    0
[01:47:55.488]   628872     N    0    0    0
[01:47:56.276]   629069     N    0    0    0
[01:47:57.036]   629259     N    0    0    0
[01:47:57.768]   629442     N    0    0    0
[01:47:58.492]   629623     N    0    0    0
[01:47:59.216]   629804     N    0    0    0
[01:47:59.956]   629989     N    0    0    0
[01:48:00.716]   630179     N    0    0    0
[01:48:01.460]   630365     N    0    0    0
[01:48:02.212]   630553     N    0    0    0
[01:48:03.032]   630758     N    0    0    0
[01:48:03.956]   630989     N    0    0    0
[01:48:04.928]   631232     N    0    0    0
[01:48:05.848]   631462     N    0    0    0
[01:48:06.784]   631696     N    0    0    0
[01:48:07.764]   631941     N    0    0    0
[01:48:08.784]   632196     N    0    0    0
[01:48:09.792]   632448     N    0    0    0
[01:48:10.772]   632693     N    0    0    0
[01:48:11.768]   632942     N    0    0    0
[01:48:12.748]   633187     N    0    0    0
[01:48:13.700]   633425     N    0    0    0
[01:48:14.636]   633659     N    0    0    0
[01:48:15.528]   633882     N    0    0    0
[01:48:16.384]   634096     N    0    0    0
[01:48:17.268]   634317     N    0    0    0
[01:48:18.120]   634530     N    0    0    0
[01:48:18.972]   634743     N    0    0    0
[01:48:19.856]   634964     N    0    0    0
[01:48:20.748]   635187     N    0    0    0
[01:48:21.628]   635407     N    0    0    0
[01:48:22.508]   635627     N    0    0    0
[01:48:23.380]   635845     N    0    0    0
[01:48:24.260]   636065     N    0    0    0
[01:48:25.140]   636285     N    0    0    0
[01:48:26.008]   636502     N    0    0    0
[01:48:26.888]   636722     N    0    0    0
[01:48:27.748]   636937     N    0    0    0
[01:48:28.608]   637152     N    0    0    0
[01:48:29.460]   637365     N    0    0    0
[01:48:30.276]   637569     N    0    0    0
[01:48:31.064]   637766     N    0    0    0
[01:48:31.840]   637960     N    0    0    0
[01:48:32.664]   638166     N    0    0    0
[01:48:33.476]   638369     N    0    0    0
[01:48:34.256]   638564     N    0    0    0
[01:48:35.016]   638754     N    0    0    0
[01:48:35.760]   638940     N    0    0    0
[01:48:36.524]   639131     N    0    0    0
[01:48:37.316]   639329     N    0    0    0
[01:48:38.160]   639540     N    0    0    0
[01:48:38.928]   639732     N    0    0    0
[01:48:39.668]   639917     N    0    0    0
[01:48:40.424]   640106     N    0    0    0
[01:48:41.228]   640307     N    0    0    0
[01:48:42.120]   640530     N    0    0    0
[01:48:43.032]   640758     N    0    0    0
[01:48:43.892]   640973     N    0    0    0
[01:48:44.772]   641193     N    0    0    0
[01:48:45.736]   641434     N    0    0    0
[01:48:46.712]   641678     N    0    0    0
[01:48:47.656]   641914     N    0    0    0
[01:48:48.556]   642139     N    0    0    0
[01:48:49.432]   642358     N    0    0    0
[01:48:50.336]   642584     N    0    0    0
[01:48:51.248]   642812     N    0    0    0
[01:48:52.144]   643036     N    0    0    0
[01:48:53.024]   643256     N    0    0    0
[01:48:53.904]   643476     N    0    0    0
[01:48:54.812]   643703     N    0    0    0
[01:48:55.740]   643935     N    0    0    0
[01:48:56.668]   644167     N    0    0    0
[01:48:57.592]   644398     N    0    0    0
[01:48:58.528]   644632     N    0    0    0
[01:48:59.460]   644865     N    0    0    0
[01:49:00.376]   645094     N    0    0    0
[01:49:01.300]   645325     N    0    0    0
[01:49:02.168]   645542     N    0    0    0
[01:49:03.028]   645757     N    0    0    0
[01:49:03.900]   645975     N    0    0    0
[01:49:04.784]   646196     N    0    0    0
[01:49:05.676]   646419     N    0    0    0
[01:49:06.568]   646642     N    0    0    0
[01:49:07.452]   646863     N    0    0    0
[01:49:08.336]   647084     N    0    0    0
[01:49:09.224]   647306     N    0    0    0
[01:49:10.096]   647524     N    0    0    0
[01:49:10.952]   647738     N    0    0    0
[01:49:11.780]   647945     N    0    0    0
[01:49:12.568]   648142     N    0    0    0
[01:49:13.340]   648335     N    0    0    0
[01:49:14.132]   648533     N    0    0    0
[01:49:14.960]   648740     N    0    0    0
[01:49:15.792]   648948     N    0    0    0
[01:49:16.592]   649148     N    0    0    0
[01:49:17.352]   649338     N    0    0    0
[01:49:18.092]   649523     N    0    0    0
[01:49:18.852]   649713     N    0    0    0
[01:49:19.648]   649912     N    0    0    0
[01:49:20.420]   650105     N    0    0    0
[01:49:21.180]   650295     N    0    0    0
[01:49:21.928]   650482     N    0    0    0
[01:49:22.680]   650670     N    0    0    0
[01:49:23.464]   650866     N    0    0    0
[01:49:24.280]   651070     N    0    0    0
[01:49:25.080]   651270     N    0    0    0
[01:49:25.860]   651465     N    0    0    0
[01:49:26.724]   651681     N    0    0    0
[01:49:27.672]   651918     N    0    0    0
[01:49:28.684]   652171     N    0    0    0
[01:49:29.648]   652412     N    0    0    0
[01:49:30.568]   652642     N    0    0    0
[01:49:31.500]   652875     N    0    0    0
[01:49:32.428]   653107     N    0    0    0
[01:49:33.328]   653332     N    0    0    0
[01:49:34.200]   653550     N    0    0    0
[01:49:35.052]   653763     N    0    0    0
[01:49:35.876]   653969     N    0    0    0
[01:49:36.704]   654176     N    0    0    0
[01:49:37.556]   654389     N    0    0    0
[01:49:38.432]   654608     N    0    0    0
[01:49:39.336]   654834     N    0    0    0
[01:49:40.236]   655059     N    0    0    0
[01:49:41.168]   655292     N    0    0    0
[01:49:42.120]   655530     N    0    0    0
[01:49:43.104]   655776     N    0    0    0
[01:49:44.096]   656024     N    0    0    0
[01:49:45.072]   656268     N    0    0    0
[01:49:46.028]   656507     N    0    0    0
[01:49:46.940]   656735     N    0    0    0
[01:49:47.832]   656958     N    0    0    0
[01:49:48.720]   657180     N    0    0    0
[01:49:49.612]   657403     N    0    0    0
[01:49:50.500]   657625     N    0    0    0
[01:49:51.400]   657850     N    0    0    0
[01:49:52.256]   658064     N    0    0    0
[01:49:53.084]   658271     N    0    0    0
[01:49:53.864]   658466     N    0    0    0
[01:49:54.652]   658663     N    0    0    0
[01:49:55.436]   658859     N    0    0    0
[01:49:56.252]   659063     N    0    0    0
[01:49:57.072]   659268     N    0    0    0
[01:49:57.840]   659460     N    0    0    0
[01:49:58.584]   659646     N    0    0    0
[01:49:59.340]   659835     N    0    0    0
[01:50:00.128]   660032     N    0    0    0
[01:50:00.960]   660240     N    0    0    0
[01:50:01.772]   660443     N    0    0    0
[01:50:02.556]   660639     N    0    0    0
[01:50:03.312]   660828     N    0    0    0
[01:50:04.104]   661026     N    0    0    0
[01:50:04.936]   661234     N    0    0    0
[01:50:05.792]   661448     N    0    0    0
[01:50:06.628]   661657     N    0    0    0
[01:50:07.496]   661874     N    0    0    0
[01:50:08.444]   662111     N    0    0    0
[01:50:09.456]   662364     N    0    0    0
[01:50:10.440]   662610     N    0    0    0
[01:50:11.396]   662849     N    0    0    0
[01:50:12.376]   663094     N    0    0    0
[01:50:13.376]   663344     N    0    0    0
[01:50:14.368]   663592     N    0    0    0
[01:50:15.320]   663830     N    0    0    0
[01:50:16.280]   664070     N    0    0    0
[01:50:17.220]   664305     N    0    0    0
[01:50:18.176]   664544     N    0    0    0
[01:50:19.116]   664779     N    0    0    0
[01:50:20.048]   665012     N    0    0    0
[01:50:20.992]   665248     N    0    0    0
[01:50:21.936]   665484     N    0    0    0
[01:50:22.872]   665718     N    0    0    0
[01:50:23.804]   665951     N    0    0    0
[01:50:24.728]   666182     N    0    0    0
[01:50:25.656]   666414     N    0    0    0
[01:50:26.572]   666643     N    0    0    0
[01:50:27.460]   666865     N    0    0    0
[01:50:28.336]   667084     N    0    0    0
[01:50:29.196]   667299     N    0    0    0
[01:50:30.032]   667508     N    0    0    0
[01:50:30.860]   667715     N    0    0    0
[01:50:31.652]   667913     N    0    0    0
[01:50:32.420]   668105     N    0    0    0
[01:50:33.180]   668295     N    0    0    0
[01:50:33.912]   668478     N    0    0    0
[01:50:34.644]   668661     N    0    0    0
[01:50:35.380]   668845     N    0    0    0
[01:50:36.128]   669032     N    0    0    0
[01:50:36.876]   669219     N    0    0    0
[01:50:37.604]   669401     N    0    0    0
[01:50:38.372]   669593     N    0    0    0
[01:50:39.096]   669774     N    0    0    0
[01:50:39.824]   669956     N    0    0    0
[01:50:40.584]   670146     N    0    0    0
[01:50:41.372]   670343     N    0    0    0
[01:50:42.184]   670546     N    0    0    0
[01:50:42.936]   670734     N    0    0    0
[01:50:43.700]   670925     N    0    0    0
[01:50:44.604]   671151     N    0    0    0
[01:50:45.592]   671398     N    0    0    0
[01:50:46.576]   671644     N    0    0    0
[01:50:47.496]   671874     N    0    0    0
[01:50:48.460]   672115     N    0    0    0
[01:50:49.464]   672366     N    0    0    0
[01:50:50.480]   672620     N    0    0    0
[01:50:51.472]   672868     N    0    0    0
[01:50:52.432]   673108     N    0    0    0
[01:50:53.420]   673355     N    0    0    0
[01:50:54.428]   673607     N    0    0    0
[01:50:55.424]   673856     N    0    0    0
[01:50:56.420]   674105     N    0    0    0
[01:50:57.392]   674348     N    0    0    0
[01:50:58.364]   674591     N    0    0    0
[01:50:59.352]   674838     N    0    0    0
[01:51:00.332]   675083     N    0    0    0
[01:51:01.276]   675319     N    0    0    0
[01:51:02.232]   675558     N    0    0    0
[01:51:03.184]   675796     N    0    0    0
[01:51:04.144]   676036     N    0    0    0
[01:51:05.112]   676278     N    0    0    0
[01:51:06.056]   676514     N    0    0    0
[01:51:07.004]   676751     N    0    0    0
[01:51:07.952]   676988     N    0    0    0
[01:51:08.880]   677220     N    0    0    0
[01:51:09.784]   677446     N    0    0    0
[01:51:10.664]   677666     N    0    0    0
[01:51:11.528]   677882     N    0    0    0
[01:51:12.372]   678093     N    0    0    0
[01:51:13.212]   678303     N    0    0    0
[01:51:14.008]   678502     N    0    0    0
[01:51:14.780]   678695     N    0    0    0
[01:51:15.568]   678892     N    0    0    0
[01:51:16.396]   679099     N    0    0    0
[01:51:17.248]   679312     N    0    0    0
[01:51:18.092]   679523     N    0    0    0
[01:51:18.856]   679714     N    0    0    0
[01:51:19.620]   679905     N    0    0    0
[01:51:20.424]   680106     N    0    0    0
[01:51:21.208]   680302     N    0    0    0
